Enterprise,OrgName,Project,Collection,InfraId,Repository,Type
Client X,Org C,Project 60,Collection 1555,43120,Repo 2596,Subversion
Client X,Org C,Project 60,Collection 1555,45534,Repo 7693,Jira
Client X,Org C,Project 60,Collection 5587,79556,Repo 5223,Subversion
Client X,Org C,Project 60,Collection 5603,53726,Repo 5592,Subversion
Client X,Org C,Project 60,Collection 1573,53746,Repo 2632,Subversion
Client X,Org C,Project 61,Collection 1591,54650,Repo 2674,Subversion
Client X,Org C,Project 61,Collection 1597,79301,Repo 2681,Subversion
Client X,Org C,Project 61,Collection 1758,64137,Repo 2783,Subversion
Client X,Org C,Project 61,Collection 83,41174,Repo 2801,Subversion
Client X,Org C,Project 61,Collection 83,43588,Repo 5779,Jira
Client X,Org C,Project 61,Collection 1784,41178,Repo 130,Subversion
Client X,Org C,Project 61,Collection 1784,43592,Repo 5782,Jira
Client X,Org C,Project 61,Collection 1837,41202,Repo 156,Subversion
Client X,Org C,Project 61,Collection 1837,43616,Repo 5808,Jira
Client X,Org C,Project 61,Collection 1888,64146,Repo 2871,Subversion
Client X,Org C,Project 61,Collection 2010,52021,Repo 257,Subversion
Client X,Org C,Project 61,Collection 162,41294,Repo 268,Subversion
Client X,Org C,Project 61,Collection 162,43708,Repo 5889,Jira
Client X,Org C,Project 61,Collection 202,83729,Repo 3006,Subversion
Client X,Org C,Project 61,Collection 2149,41362,Repo 364,Subversion
Client X,Org C,Project 61,Collection 2149,43776,Repo 5962,Jira
Client X,Org C,Project 61,Collection 2323,52161,Repo 476,Subversion
Client X,Org C,Project 61,Collection 2417,83857,Repo 3238,Subversion
Client X,Org C,Project 61,Collection 2475,41513,Repo 555,Subversion
Client X,Org C,Project 61,Collection 2475,43927,Repo 6127,Jira
Client X,Org C,Project 61,Collection 2482,82556,Repo 3275,Subversion
Client X,Org C,Project 61,Collection 2500,52232,Repo 569,Subversion
Client X,Org C,Project 61,Collection 2526,41537,Repo 592,Subversion
Client X,Org C,Project 61,Collection 2526,43951,Repo 6150,Jira
Client X,Org C,Project 61,Collection 2535,52244,Repo 3299,Subversion
Client X,Org C,Project 61,Collection 2536,83889,Repo 3300,Subversion
Client X,Org C,Project 61,Collection 2579,41559,Repo 613,Subversion
Client X,Org C,Project 61,Collection 2579,43973,Repo 6166,Jira
Client X,Org C,Project 61,Collection 397,43433,Repo 5614,Subversion
Client X,Org C,Project 61,Collection 397,45847,Repo 6176,Jira
Client X,Org C,Project 61,Collection 2671,41610,Repo 671,Subversion
Client X,Org C,Project 61,Collection 2671,44024,Repo 6220,Jira
Client X,Org C,Project 61,Collection 2786,41702,Repo 773,Subversion
Client X,Org C,Project 61,Collection 2786,44116,Repo 6321,Jira
Client X,Org C,Project 61,Collection 2800,52349,Repo 5458,Subversion
Client X,Org C,Project 61,Collection 2813,52357,Repo 794,Subversion
Client X,Org C,Project 61,Collection 2816,52359,Repo 797,Subversion
Client X,Org C,Project 61,Collection 2818,63868,Repo 3471,Subversion
Client X,Org C,Project 61,Collection 3020,63880,Repo 3556,Subversion
Client X,Org C,Project 61,Collection 3021,52431,Repo 982,Subversion
Client X,Org C,Project 61,Collection 642,41950,Repo 1075,Subversion
Client X,Org C,Project 61,Collection 642,44364,Repo 6571,Jira
Client X,Org C,Project 61,Collection 3159,52502,Repo 1076,Subversion
Client X,Org C,Project 61,Collection 3165,63892,Repo 3650,Subversion
Client X,Org C,Project 61,Collection 3179,84160,Repo 3663,Subversion
Client X,Org C,Project 61,Collection 3284,42010,Repo 1162,Subversion
Client X,Org C,Project 61,Collection 3284,44424,Repo 6638,Jira
Client X,Org C,Project 61,Collection 3286,52567,Repo 1163,Subversion
Client X,Org C,Project 61,Collection 3310,42020,Repo 1180,Subversion
Client X,Org C,Project 61,Collection 3310,44434,Repo 6647,Jira
Client X,Org C,Project 61,Collection 3473,52669,Repo 1297,Subversion
Client X,Org C,Project 61,Collection 3476,42107,Repo 1298,Subversion
Client X,Org C,Project 61,Collection 3476,44521,Repo 6730,Jira
Client X,Org C,Project 61,Collection 3483,52671,Repo 1302,Subversion
Client X,Org C,Project 61,Collection 3484,52672,Repo 1303,Subversion
Client X,Org C,Project 61,Collection 3485,42111,Repo 1304,Subversion
Client X,Org C,Project 61,Collection 3485,44525,Repo 6734,Jira
Client X,Org C,Project 61,Collection 3509,84292,Repo 3867,Subversion
Client X,Org C,Project 61,Collection 806,82599,Repo 3868,Subversion
Client X,Org C,Project 61,Collection 3555,42143,Repo 1348,Subversion
Client X,Org C,Project 61,Collection 3555,44557,Repo 6766,Jira
Client X,Org C,Project 61,Collection 3572,42149,Repo 1360,Subversion
Client X,Org C,Project 61,Collection 3572,44563,Repo 6772,Jira
Client X,Org C,Project 61,Collection 3607,42170,Repo 1389,Subversion
Client X,Org C,Project 61,Collection 3607,44584,Repo 6789,Jira
Client X,Org C,Project 61,Collection 3763,42264,Repo 1519,Subversion
Client X,Org C,Project 61,Collection 3763,44678,Repo 6877,Jira
Client X,Org C,Project 61,Collection 896,43233,Repo 5346,Subversion
Client X,Org C,Project 61,Collection 896,45647,Repo 6878,Jira
Client X,Org C,Project 61,Collection 898,52841,Repo 4001,Subversion
Client X,Org C,Project 61,Collection 3767,52842,Repo 1521,Subversion
Client X,Org C,Project 61,Collection 928,42309,Repo 1591,Subversion
Client X,Org C,Project 61,Collection 928,44723,Repo 6931,Jira
Client X,Org C,Project 61,Collection 950,52913,Repo 4063,Subversion
Client X,Org C,Project 61,Collection 3925,52924,Repo 1636,Subversion
Client X,Org C,Project 61,Collection 3927,43246,Repo 5357,Subversion
Client X,Org C,Project 61,Collection 3927,45660,Repo 6967,Jira
Client X,Org C,Project 61,Collection 3942,79498,Repo 4098,Subversion
Client X,Org C,Project 61,Collection 986,42369,Repo 1676,Subversion
Client X,Org C,Project 61,Collection 986,44783,Repo 6993,Jira
Client X,Org C,Project 61,Collection 4010,52967,Repo 1687,Subversion
Client X,Org C,Project 61,Collection 994,42383,Repo 1697,Subversion
Client X,Org C,Project 61,Collection 994,44797,Repo 7005,Jira
Client X,Org C,Project 61,Collection 4025,84477,Repo 4146,Subversion
Client X,Org C,Project 61,Collection 4055,54705,Repo 4166,Subversion
Client X,Org C,Project 61,Collection 1003,42402,Repo 1720,Subversion
Client X,Org C,Project 61,Collection 1003,44816,Repo 7023,Jira
Client X,Org C,Project 61,Collection 4123,63981,Repo 4218,Subversion
Client X,Org C,Project 61,Collection 4135,53013,Repo 1754,Subversion
Client X,Org C,Project 61,Collection 1033,42438,Repo 1755,Subversion
Client X,Org C,Project 61,Collection 1033,44852,Repo 7056,Jira
Client X,Org C,Project 61,Collection 4158,53029,Repo 1773,Subversion
Client X,Org C,Project 61,Collection 1049,42450,Repo 1776,Subversion
Client X,Org C,Project 61,Collection 1049,44864,Repo 7072,Jira
Client X,Org C,Project 61,Collection 1050,42451,Repo 1777,Subversion
Client X,Org C,Project 61,Collection 1050,44865,Repo 7073,Jira
Client X,Org C,Project 61,Collection 4210,42473,Repo 1808,Subversion
Client X,Org C,Project 61,Collection 4210,44887,Repo 7094,Jira
Client X,Org C,Project 61,Collection 4216,64247,Repo 4283,Subversion
Client X,Org C,Project 61,Collection 4218,63995,Repo 4285,Subversion
Client X,Org C,Project 61,Collection 4219,63996,Repo 4286,Subversion
Client X,Org C,Project 61,Collection 4217,79365,Repo 4284,Subversion
Client X,Org C,Project 61,Collection 4221,53056,Repo 1814,Subversion
Client X,Org C,Project 61,Collection 4223,53057,Repo 4289,Subversion
Client X,Org C,Project 61,Collection 4224,42476,Repo 1816,Subversion
Client X,Org C,Project 61,Collection 4224,44890,Repo 7097,Jira
Client X,Org C,Project 61,Collection 4291,84587,Repo 4336,Subversion
Client X,Org C,Project 61,Collection 4292,42510,Repo 1853,Subversion
Client X,Org C,Project 61,Collection 4292,44924,Repo 7127,Jira
Client X,Org C,Project 61,Collection 4296,64005,Repo 4337,Subversion
Client X,Org C,Project 61,Collection 1129,79611,Repo 4388,Subversion
Client X,Org C,Project 61,Collection 1133,64251,Repo 4394,Subversion
Client X,Org C,Project 61,Collection 1134,42569,Repo 1919,Subversion
Client X,Org C,Project 61,Collection 1134,44983,Repo 7189,Jira
Client X,Org C,Project 61,Collection 4406,79612,Repo 4400,Subversion
Client X,Org C,Project 61,Collection 4407,42570,Repo 1920,Subversion
Client X,Org C,Project 61,Collection 4407,44984,Repo 7191,Jira
Client X,Org C,Project 61,Collection 4408,53133,Repo 1921,Subversion
Client X,Org C,Project 61,Collection 1135,42571,Repo 1922,Subversion
Client X,Org C,Project 61,Collection 1135,44985,Repo 7192,Jira
Client X,Org C,Project 61,Collection 4410,53134,Repo 1924,Subversion
Client X,Org C,Project 61,Collection 4415,42574,Repo 1925,Subversion
Client X,Org C,Project 61,Collection 4415,44988,Repo 7194,Jira
Client X,Org C,Project 61,Collection 4416,53135,Repo 1927,Subversion
Client X,Org C,Project 61,Collection 4421,53138,Repo 1930,Subversion
Client X,Org C,Project 61,Collection 4461,42599,Repo 1966,Subversion
Client X,Org C,Project 61,Collection 4461,45013,Repo 7223,Jira
Client X,Org C,Project 61,Collection 4491,42620,Repo 1991,Subversion
Client X,Org C,Project 61,Collection 4491,45034,Repo 7242,Jira
Client X,Org C,Project 61,Collection 4495,54715,Repo 4437,Subversion
Client X,Org C,Project 61,Collection 1172,79512,Repo 4440,Subversion
Client X,Org C,Project 61,Collection 4499,97293,Repo 4442,Subversion
Client X,Org C,Project 61,Collection 1176,64023,Repo 4451,Subversion
Client X,Org C,Project 61,Collection 1177,64024,Repo 4453,Subversion
Client X,Org C,Project 61,Collection 1178,79513,Repo 4455,Subversion
Client X,Org C,Project 61,Collection 1179,79514,Repo 4456,Subversion
Client X,Org C,Project 61,Collection 4514,97294,Repo 4459,Subversion
Client X,Org C,Project 61,Collection 1182,97495,Repo 4460,Subversion
Client X,Org C,Project 61,Collection 4523,79516,Repo 4467,Subversion
Client X,Org C,Project 61,Collection 1190,42643,Repo 2010,Subversion
Client X,Org C,Project 61,Collection 1190,45057,Repo 7259,Jira
Client X,Org C,Project 61,Collection 4566,53207,Repo 2043,Subversion
Client X,Org C,Project 61,Collection 4568,53208,Repo 4488,Subversion
Client X,Org C,Project 61,Collection 4571,53211,Repo 2046,Subversion
Client X,Org C,Project 61,Collection 4592,53229,Repo 2063,Subversion
Client X,Org C,Project 61,Collection 4593,42683,Repo 2065,Subversion
Client X,Org C,Project 61,Collection 4593,45097,Repo 7298,Jira
Client X,Org C,Project 61,Collection 4839,53330,Repo 2085,Subversion
Client X,Org C,Project 61,Collection 4859,42715,Repo 2099,Subversion
Client X,Org C,Project 61,Collection 4859,45129,Repo 7332,Jira
Client X,Org C,Project 61,Collection 4860,84790,Repo 4776,Subversion
Client X,Org C,Project 61,Collection 4862,79375,Repo 4777,Subversion
Client X,Org C,Project 61,Collection 4863,64050,Repo 4778,Subversion
Client X,Org C,Project 61,Collection 4865,53337,Repo 2102,Subversion
Client X,Org C,Project 61,Collection 4866,53338,Repo 4780,Subversion
Client X,Org C,Project 61,Collection 1267,79524,Repo 4781,Subversion
Client X,Org C,Project 61,Collection 1268,84791,Repo 4782,Subversion
Client X,Org C,Project 61,Collection 4868,42718,Repo 2103,Subversion
Client X,Org C,Project 61,Collection 4868,45132,Repo 7334,Jira
Client X,Org C,Project 61,Collection 4869,53339,Repo 2104,Subversion
Client X,Org C,Project 61,Collection 4878,53342,Repo 2108,Subversion
Client X,Org C,Project 61,Collection 1269,42721,Repo 2110,Subversion
Client X,Org C,Project 61,Collection 1269,45135,Repo 7337,Jira
Client X,Org C,Project 61,Collection 1270,42722,Repo 2111,Subversion
Client X,Org C,Project 61,Collection 1270,45136,Repo 7338,Jira
Client X,Org C,Project 61,Collection 4880,53344,Repo 2112,Subversion
Client X,Org C,Project 61,Collection 4881,82657,Repo 4789,Subversion
Client X,Org C,Project 61,Collection 4882,53345,Repo 2113,Subversion
Client X,Org C,Project 61,Collection 4884,53346,Repo 2114,Subversion
Client X,Org C,Project 61,Collection 4887,82658,Repo 4791,Subversion
Client X,Org C,Project 61,Collection 4888,53348,Repo 4792,Subversion
Client X,Org C,Project 61,Collection 4890,42726,Repo 2119,Subversion
Client X,Org C,Project 61,Collection 4890,45140,Repo 7343,Jira
Client X,Org C,Project 61,Collection 1274,42730,Repo 2126,Subversion
Client X,Org C,Project 61,Collection 1274,45144,Repo 7349,Jira
Client X,Org C,Project 61,Collection 4922,42742,Repo 2145,Subversion
Client X,Org C,Project 61,Collection 4922,45156,Repo 7363,Jira
Client X,Org C,Project 61,Collection 4955,42757,Repo 2167,Subversion
Client X,Org C,Project 61,Collection 4955,45171,Repo 7373,Jira
Client X,Org C,Project 61,Collection 4983,84821,Repo 4859,Subversion
Client X,Org C,Project 61,Collection 5015,42783,Repo 2194,Subversion
Client X,Org C,Project 61,Collection 5015,45197,Repo 7403,Jira
Client X,Org C,Project 61,Collection 5024,42789,Repo 2202,Subversion
Client X,Org C,Project 61,Collection 5024,45203,Repo 7410,Jira
Client X,Org C,Project 61,Collection 1331,42795,Repo 2207,Subversion
Client X,Org C,Project 61,Collection 1331,45209,Repo 7415,Jira
Client X,Org C,Project 61,Collection 5034,64073,Repo 4891,Subversion
Client X,Org C,Project 61,Collection 1345,53418,Repo 4912,Subversion
Client X,Org C,Project 61,Collection 5134,42880,Repo 2277,Subversion
Client X,Org C,Project 61,Collection 5134,45294,Repo 7461,Jira
Client X,Org C,Project 61,Collection 5276,42977,Repo 2406,Subversion
Client X,Org C,Project 61,Collection 5276,45391,Repo 7560,Jira
Client X,Org C,Project 61,Collection 5298,53569,Repo 5028,Subversion
Client X,Org C,Project 61,Collection 5300,64096,Repo 5030,Subversion
Client X,Org C,Project 61,Collection 5301,54744,Repo 5031,Subversion
Client X,Org C,Project 61,Collection 5342,82679,Repo 5056,Subversion
Client X,Org C,Project 61,Collection 5349,53594,Repo 2443,Subversion
Client X,Org C,Project 61,Collection 5374,84969,Repo 5074,Subversion
Client X,Org C,Project 61,Collection 5447,64307,Repo 5119,Subversion
Client X,Org C,Project 61,Collection 5457,53648,Repo 2511,Subversion
Client X,Org C,Project 61,Collection 5501,53677,Repo 5158,Subversion
Client X,Org C,Project 61,Collection 5537,79551,Repo 5190,Subversion
Client X,Org C,Project 61,Collection 5549,43105,Repo 2572,Subversion
Client X,Org C,Project 61,Collection 5549,45519,Repo 7675,Jira
Client X,Org C,Project 61,Collection 5557,43108,Repo 2577,Subversion
Client X,Org C,Project 61,Collection 5557,45522,Repo 7679,Jira
Client X,Org C,Project 61,Collection 1558,53722,Repo 5233,Subversion
Client X,Org C,Project 61,Collection 5595,64122,Repo 5234,Subversion
Client X,Org C,Project 61,Collection 5596,53723,Repo 5235,Subversion
Client X,Org C,Project 62,Collection 1717,51882,Repo 2757,Subversion
Client X,Org C,Project 62,Collection 1140,53139,Repo 4409,Subversion
Client X,Org C,Project 268,Collection 5249,53524,Repo 2388,Subversion
Client X,Org C,Project 269,Collection 1664,83550,Repo 2719,Subversion
Client X,Org C,Project 269,Collection 1727,51884,Repo 97,Subversion
Client X,Org C,Project 269,Collection 2558,64173,Repo 3323,Subversion
Client X,Org C,Project 269,Collection 2559,79445,Repo 3322,Subversion
Client X,Org C,Project 269,Collection 2827,52364,Repo 807,Subversion
Client X,Org C,Project 269,Collection 4340,53103,Repo 4361,Subversion
Client X,Org C,Project 269,Collection 4897,53351,Repo 2125,Subversion
Client X,Org C,Project 270,Collection 2406,43315,Repo 5436,Subversion
Client X,Org C,Project 270,Collection 2406,45729,Repo 6086,Jira
Client X,Org C,Project 270,Collection 2408,52199,Repo 511,Subversion
Client X,Org C,Project 270,Collection 2521,41534,Repo 589,Subversion
Client X,Org C,Project 270,Collection 2521,43948,Repo 6146,Jira
Client X,Org C,Project 270,Collection 5295,53566,Repo 2415,Subversion
Client X,Org C,Project 270,Collection 5472,53654,Repo 5585,Subversion
Client X,Org C,Project 63,Collection 381,41554,Repo 609,Subversion
Client X,Org C,Project 63,Collection 381,43968,Repo 6161,Jira
Client X,Org C,Project 63,Collection 740,42053,Repo 1219,Subversion
Client X,Org C,Project 63,Collection 740,44467,Repo 6673,Jira
Client X,Org C,Project 63,Collection 3481,79479,Repo 3856,Subversion
Client X,Org C,Project 63,Collection 3616,52755,Repo 1397,Subversion
Client X,Org C,Project 63,Collection 871,42229,Repo 1471,Subversion
Client X,Org C,Project 63,Collection 871,44643,Repo 6841,Jira
Client X,Org C,Project 63,Collection 3717,42237,Repo 1478,Subversion
Client X,Org C,Project 63,Collection 3717,44651,Repo 6848,Jira
Client X,Org C,Project 63,Collection 3781,52855,Repo 4014,Subversion
Client X,Org C,Project 63,Collection 1238,84683,Repo 4524,Subversion
Client X,Org C,Project 63,Collection 4995,42773,Repo 2183,Subversion
Client X,Org C,Project 63,Collection 4995,45187,Repo 7391,Jira
Client X,Org C,Project 63,Collection 5328,43006,Repo 2432,Subversion
Client X,Org C,Project 63,Collection 5328,45420,Repo 7579,Jira
Client X,Org C,Project 271,Collection 4088,42413,Repo 1731,Subversion
Client X,Org C,Project 271,Collection 4088,44827,Repo 7031,Jira
Client X,Org C,Project 64,Collection 1590,41078,Repo 2,Subversion
Client X,Org C,Project 64,Collection 1590,43492,Repo 5681,Jira
Client X,Org C,Project 64,Collection 1813,63796,Repo 2823,Subversion
Client X,Org C,Project 64,Collection 1830,41201,Repo 153,Subversion
Client X,Org C,Project 64,Collection 1830,43615,Repo 5806,Jira
Client X,Org C,Project 64,Collection 112,41233,Repo 191,Subversion
Client X,Org C,Project 64,Collection 112,43647,Repo 5833,Jira
Client X,Org C,Project 64,Collection 114,83652,Repo 2897,Subversion
Client X,Org C,Project 64,Collection 2081,83727,Repo 3001,Subversion
Client X,Org C,Project 64,Collection 2083,52061,Repo 3002,Subversion
Client X,Org C,Project 64,Collection 2117,83745,Repo 3037,Subversion
Client X,Org C,Project 64,Collection 2150,83759,Repo 3050,Subversion
Client X,Org C,Project 64,Collection 2161,82537,Repo 3055,Subversion
Client X,Org C,Project 64,Collection 2165,41375,Repo 380,Subversion
Client X,Org C,Project 64,Collection 2165,43789,Repo 5975,Jira
Client X,Org C,Project 64,Collection 2190,52120,Repo 3074,Subversion
Client X,Org C,Project 64,Collection 2272,83790,Repo 3126,Subversion
Client X,Org C,Project 64,Collection 2594,83950,Repo 3348,Subversion
Client X,Org C,Project 64,Collection 2630,52285,Repo 639,Subversion
Client X,Org C,Project 64,Collection 2797,41710,Repo 784,Subversion
Client X,Org C,Project 64,Collection 2797,44124,Repo 6328,Jira
Client X,Org C,Project 64,Collection 2798,52348,Repo 785,Subversion
Client X,Org C,Project 64,Collection 2986,41865,Repo 958,Subversion
Client X,Org C,Project 64,Collection 2986,44279,Repo 6490,Jira
Client X,Org C,Project 64,Collection 604,41898,Repo 3578,Subversion
Client X,Org C,Project 64,Collection 604,44312,Repo 6526,Jira
Client X,Org C,Project 64,Collection 3052,41899,Repo 1008,Subversion
Client X,Org C,Project 64,Collection 3052,44313,Repo 6527,Jira
Client X,Org C,Project 64,Collection 3378,84206,Repo 3790,Subversion
Client X,Org C,Project 64,Collection 3504,42125,Repo 1319,Subversion
Client X,Org C,Project 64,Collection 3504,44539,Repo 6748,Jira
Client X,Org C,Project 64,Collection 825,84336,Repo 3911,Subversion
Client X,Org C,Project 64,Collection 3853,84405,Repo 4030,Subversion
Client X,Org C,Project 64,Collection 3862,52900,Repo 4037,Subversion
Client X,Org C,Project 64,Collection 932,52902,Repo 4040,Subversion
Client X,Org C,Project 64,Collection 933,84411,Repo 4041,Subversion
Client X,Org C,Project 64,Collection 3866,52903,Repo 4042,Subversion
Client X,Org C,Project 64,Collection 945,52911,Repo 4059,Subversion
Client X,Org C,Project 64,Collection 3901,42326,Repo 1620,Subversion
Client X,Org C,Project 64,Collection 3901,44740,Repo 6950,Jira
Client X,Org C,Project 64,Collection 3902,82620,Repo 4070,Subversion
Client X,Org C,Project 64,Collection 958,64237,Repo 4079,Subversion
Client X,Org C,Project 64,Collection 4022,42381,Repo 1694,Subversion
Client X,Org C,Project 64,Collection 4022,44795,Repo 7002,Jira
Client X,Org C,Project 64,Collection 1011,42414,Repo 1732,Subversion
Client X,Org C,Project 64,Collection 1011,44828,Repo 7032,Jira
Client X,Org C,Project 64,Collection 4089,64243,Repo 4186,Subversion
Client X,Org C,Project 64,Collection 1012,42415,Repo 1733,Subversion
Client X,Org C,Project 64,Collection 1012,44829,Repo 7033,Jira
Client X,Org C,Project 64,Collection 4090,42416,Repo 1734,Subversion
Client X,Org C,Project 64,Collection 4090,44830,Repo 7034,Jira
Client X,Org C,Project 64,Collection 4091,42417,Repo 1735,Subversion
Client X,Org C,Project 64,Collection 4091,44831,Repo 7035,Jira
Client X,Org C,Project 64,Collection 1013,42418,Repo 1736,Subversion
Client X,Org C,Project 64,Collection 1013,44832,Repo 7036,Jira
Client X,Org C,Project 64,Collection 4092,42419,Repo 4187,Subversion
Client X,Org C,Project 64,Collection 4092,44833,Repo 7037,Jira
Client X,Org C,Project 64,Collection 4093,42420,Repo 4188,Subversion
Client X,Org C,Project 64,Collection 4093,44834,Repo 7038,Jira
Client X,Org C,Project 64,Collection 1014,42421,Repo 1737,Subversion
Client X,Org C,Project 64,Collection 1014,44835,Repo 7039,Jira
Client X,Org C,Project 64,Collection 1015,42422,Repo 4189,Subversion
Client X,Org C,Project 64,Collection 1015,44836,Repo 7040,Jira
Client X,Org C,Project 64,Collection 4094,63976,Repo 4190,Subversion
Client X,Org C,Project 64,Collection 4095,42423,Repo 1738,Subversion
Client X,Org C,Project 64,Collection 4095,44837,Repo 7041,Jira
Client X,Org C,Project 64,Collection 4096,52995,Repo 4191,Subversion
Client X,Org C,Project 64,Collection 1016,42424,Repo 4192,Subversion
Client X,Org C,Project 64,Collection 1016,44838,Repo 7042,Jira
Client X,Org C,Project 64,Collection 4097,42425,Repo 1739,Subversion
Client X,Org C,Project 64,Collection 4097,44839,Repo 7043,Jira
Client X,Org C,Project 64,Collection 1017,42426,Repo 4193,Subversion
Client X,Org C,Project 64,Collection 1017,44840,Repo 7044,Jira
Client X,Org C,Project 64,Collection 4098,42427,Repo 4194,Subversion
Client X,Org C,Project 64,Collection 4098,44841,Repo 7045,Jira
Client X,Org C,Project 64,Collection 1035,53014,Repo 4233,Subversion
Client X,Org C,Project 64,Collection 4334,84605,Repo 4358,Subversion
Client X,Org C,Project 64,Collection 4349,64009,Repo 4370,Subversion
Client X,Org C,Project 64,Collection 4350,64249,Repo 4371,Subversion
Client X,Org C,Project 64,Collection 5467,64112,Repo 5133,Subversion
Client X,Org C,Project 64,Collection 5589,85046,Repo 5225,Subversion
Client X,Org C,Project 64,Collection 5590,85047,Repo 5226,Subversion
Client X,Org C,Project 65,Collection 1609,83535,Repo 2691,Subversion
Client X,Org C,Project 65,Collection 2043,41304,Repo 281,Subversion
Client X,Org C,Project 65,Collection 2043,43718,Repo 5902,Jira
Client X,Org C,Project 65,Collection 2211,52132,Repo 3085,Subversion
Client X,Org C,Project 65,Collection 2212,41391,Repo 403,Subversion
Client X,Org C,Project 65,Collection 2212,43805,Repo 5991,Jira
Client X,Org C,Project 65,Collection 317,83839,Repo 3208,Subversion
Client X,Org C,Project 65,Collection 2383,83840,Repo 3209,Subversion
Client X,Org C,Project 65,Collection 2384,83841,Repo 3210,Subversion
Client X,Org C,Project 65,Collection 2538,83893,Repo 3302,Subversion
Client X,Org C,Project 65,Collection 375,83894,Repo 3303,Subversion
Client X,Org C,Project 65,Collection 2539,83895,Repo 3304,Subversion
Client X,Org C,Project 65,Collection 2540,83896,Repo 3305,Subversion
Client X,Org C,Project 65,Collection 376,83897,Repo 3306,Subversion
Client X,Org C,Project 65,Collection 2541,83898,Repo 3307,Subversion
Client X,Org C,Project 65,Collection 2542,83899,Repo 3308,Subversion
Client X,Org C,Project 65,Collection 2941,41831,Repo 921,Subversion
Client X,Org C,Project 65,Collection 2941,44245,Repo 6454,Jira
Client X,Org C,Project 65,Collection 752,84212,Repo 3798,Subversion
Client X,Org C,Project 65,Collection 856,84361,Repo 3959,Subversion
Client X,Org C,Project 65,Collection 887,84382,Repo 3988,Subversion
Client X,Org C,Project 65,Collection 888,84384,Repo 3990,Subversion
Client X,Org C,Project 65,Collection 3745,52830,Repo 1504,Subversion
Client X,Org C,Project 65,Collection 3779,84396,Repo 4012,Subversion
Client X,Org C,Project 65,Collection 913,84399,Repo 4019,Subversion
Client X,Org C,Project 65,Collection 955,84428,Repo 4072,Subversion
Client X,Org C,Project 65,Collection 3918,84437,Repo 4083,Subversion
Client X,Org C,Project 65,Collection 3919,84438,Repo 4084,Subversion
Client X,Org C,Project 65,Collection 3922,42342,Repo 1634,Subversion
Client X,Org C,Project 65,Collection 3922,44756,Repo 6965,Jira
Client X,Org C,Project 65,Collection 4011,84470,Repo 4140,Subversion
Client X,Org C,Project 65,Collection 990,84471,Repo 4141,Subversion
Client X,Org C,Project 65,Collection 4142,53017,Repo 1759,Subversion
Client X,Org C,Project 65,Collection 1280,84804,Repo 4801,Subversion
Client X,Org C,Project 65,Collection 5046,84852,Repo 4899,Subversion
Client X,Org C,Project 65,Collection 5047,84853,Repo 4900,Subversion
Client X,Org C,Project 65,Collection 5331,84958,Repo 5048,Subversion
Client X,Org C,Project 65,Collection 5520,53689,Repo 2671,Subversion
Client X,Org C,Project 66,Collection 73,41167,Repo 118,Subversion
Client X,Org C,Project 66,Collection 73,43581,Repo 5770,Jira
Client X,Org C,Project 66,Collection 1759,41168,Repo 119,Subversion
Client X,Org C,Project 66,Collection 1759,43582,Repo 5771,Jira
Client X,Org C,Project 66,Collection 155,83697,Repo 2958,Subversion
Client X,Org C,Project 66,Collection 2013,52022,Repo 261,Subversion
Client X,Org C,Project 66,Collection 2402,43185,Repo 5304,Subversion
Client X,Org C,Project 66,Collection 2402,45599,Repo 6083,Jira
Client X,Org C,Project 66,Collection 331,41475,Repo 507,Subversion
Client X,Org C,Project 66,Collection 331,43889,Repo 6084,Jira
Client X,Org C,Project 66,Collection 2404,41476,Repo 509,Subversion
Client X,Org C,Project 66,Collection 2404,43890,Repo 6085,Jira
Client X,Org C,Project 66,Collection 2824,41723,Repo 804,Subversion
Client X,Org C,Project 66,Collection 2824,44137,Repo 6341,Jira
Client X,Org C,Project 66,Collection 3520,84309,Repo 3875,Subversion
Client X,Org C,Project 66,Collection 3527,42133,Repo 1329,Subversion
Client X,Org C,Project 66,Collection 3527,44547,Repo 6755,Jira
Client X,Org C,Project 66,Collection 3644,52771,Repo 1417,Subversion
Client X,Org C,Project 66,Collection 4445,53153,Repo 1950,Subversion
Client X,Org C,Project 66,Collection 5264,53554,Repo 2402,Subversion
Client X,Org C,Project 66,Collection 5358,84968,Repo 5070,Subversion
Client X,Org C,Project 272,Collection 3145,84147,Repo 3633,Subversion
Client X,Org C,Project 67,Collection 77,63789,Repo 2784,Subversion
Client X,Org C,Project 67,Collection 1883,51951,Repo 5406,Subversion
Client X,Org C,Project 67,Collection 1978,41263,Repo 233,Subversion
Client X,Org C,Project 67,Collection 1978,43677,Repo 5858,Jira
Client X,Org C,Project 67,Collection 2125,52083,Repo 342,Subversion
Client X,Org C,Project 67,Collection 2126,52084,Repo 343,Subversion
Client X,Org C,Project 67,Collection 2144,52096,Repo 360,Subversion
Client X,Org C,Project 67,Collection 2216,41394,Repo 407,Subversion
Client X,Org C,Project 67,Collection 2216,43808,Repo 5995,Jira
Client X,Org C,Project 67,Collection 2344,83816,Repo 3169,Subversion
Client X,Org C,Project 67,Collection 318,41467,Repo 497,Subversion
Client X,Org C,Project 67,Collection 318,43881,Repo 6075,Jira
Client X,Org C,Project 67,Collection 323,41471,Repo 500,Subversion
Client X,Org C,Project 67,Collection 323,43885,Repo 6079,Jira
